5.698434,5.502355,6.0905905,7.0709825,7.855296,8.63961,8.051374,6.874904,6.0905905,6.4827476,5.894512,6.874904,10.796473,15.110198,17.070982,15.698433,15.306276,16.09059,17.070982,17.855295,18.051374,19.031767,20.208237,21.18863,21.384708,21.18863,21.384708,21.580786,22.365099,22.953335,22.561178,22.169022,22.169022,21.972942,21.580786,21.384708,21.384708,21.18863,20.796473,20.01216,19.423923,18.247454,16.874905,15.698433,14.718041,14.129806,13.737649,13.345492,11.972943,10.796473,10.992551,10.796473,10.600394,10.600394,10.796473,11.188629,11.188629,10.992551,10.012159,9.227845,9.031767,8.63961,8.247453,7.855296,7.659218,7.659218,8.247453,9.031767,8.247453,8.051374,8.835689,9.227845,9.620002,10.012159,9.81608,9.227845,8.443532,8.247453,8.443532,8.443532,8.63961,8.63961,7.855296,7.267061,6.874904,6.678826,6.874904,6.874904,7.855296,8.835689,9.227845,8.835689,7.0709825,6.0905905,6.286669,6.4827476,6.4827476,5.894512,5.894512,6.4827476,7.0709825,6.874904,6.874904,7.855296,7.855296,6.678826,5.1101985,4.1298046,4.5219617,4.7180414,4.5219617,3.9337263,3.3454912,4.1298046,5.502355,6.4827476,6.4827476,5.894512,4.9141197,5.502355,5.306277,4.1298046,2.5611773,3.1494126,4.1298046,4.7180414,4.7180414,3.9337263
5.698434,5.894512,6.678826,7.267061,7.659218,8.051374,7.267061,6.286669,5.894512,6.678826,6.286669,8.051374,11.972943,15.502355,16.678825,15.110198,15.502355,16.678825,17.463139,17.855295,18.247454,19.227844,20.208237,20.99255,21.384708,21.18863,21.580786,21.972942,22.561178,22.757257,22.169022,21.972942,22.169022,21.972942,21.580786,21.384708,21.384708,21.18863,20.99255,20.01216,18.443531,16.678825,15.502355,14.521963,13.933727,13.345492,13.541571,14.129806,13.149414,11.580787,10.796473,10.404316,10.796473,11.384708,11.580787,10.992551,10.404316,10.208238,10.012159,9.81608,9.620002,9.227845,8.835689,8.051374,7.267061,6.678826,7.0709825,7.855296,8.051374,8.051374,8.247453,8.443532,8.835689,9.227845,9.227845,8.835689,8.247453,8.247453,7.4631395,7.267061,7.659218,7.855296,7.4631395,7.267061,7.0709825,7.0709825,7.0709825,6.678826,6.874904,8.051374,9.031767,9.031767,7.855296,6.678826,6.286669,6.286669,6.0905905,5.502355,5.1101985,5.502355,6.0905905,6.678826,7.267061,7.659218,6.874904,5.502355,4.3258834,4.7180414,4.3258834,4.3258834,4.3258834,4.3258834,3.9337263,4.5219617,5.502355,6.286669,6.4827476,6.0905905,4.9141197,5.306277,5.1101985,4.3258834,3.1494126,3.1494126,3.9337263,4.5219617,4.5219617,3.9337263
5.698434,6.286669,7.0709825,7.267061,7.267061,7.267061,6.874904,6.286669,6.0905905,6.874904,7.4631395,9.81608,13.345492,15.894511,16.09059,14.718041,15.894511,17.267061,18.051374,18.247454,18.63961,19.423923,20.404316,20.99255,21.18863,21.384708,21.580786,22.169022,22.365099,22.365099,21.580786,21.776865,22.169022,21.972942,21.580786,21.580786,21.580786,20.99255,20.600393,19.227844,16.482746,14.325884,14.129806,14.325884,14.129806,13.345492,12.953336,13.541571,12.561178,11.188629,10.404316,10.012159,10.600394,11.384708,11.972943,11.580787,10.992551,10.208238,10.208238,10.208238,10.012159,10.012159,9.620002,8.63961,7.4631395,6.4827476,6.4827476,7.267061,8.247453,8.63961,8.443532,8.247453,8.835689,8.835689,8.63961,8.247453,7.855296,7.659218,6.678826,6.286669,6.678826,6.874904,6.874904,6.874904,7.0709825,7.0709825,6.874904,6.4827476,6.0905905,6.874904,8.051374,8.63961,8.443532,7.4631395,6.678826,6.0905905,5.698434,5.1101985,4.5219617,4.7180414,5.306277,6.286669,7.267061,7.267061,6.0905905,4.7180414,4.3258834,5.306277,4.3258834,4.1298046,4.3258834,4.5219617,4.5219617,5.1101985,5.306277,5.502355,5.894512,6.0905905,5.1101985,5.1101985,4.9141197,4.5219617,3.9337263,3.5415695,3.5415695,3.9337263,3.9337263,3.737648
5.502355,6.4827476,7.267061,7.267061,6.874904,6.678826,6.874904,6.678826,6.4827476,6.874904,8.63961,11.384708,14.325884,15.894511,15.502355,14.718041,16.482746,17.659218,18.247454,18.835688,19.227844,19.81608,20.600393,20.99255,21.18863,21.384708,21.384708,21.972942,22.169022,21.972942,21.18863,21.776865,21.972942,21.972942,21.580786,21.580786,21.384708,20.404316,19.423923,17.463139,14.521963,12.3651,13.149414,14.129806,14.129806,13.149414,12.3651,12.561178,11.580787,10.600394,10.404316,10.208238,10.600394,10.992551,11.188629,10.992551,10.404316,9.81608,9.620002,9.81608,10.012159,10.404316,10.012159,9.031767,7.855296,7.0709825,6.874904,7.4631395,8.63961,9.031767,8.63961,8.443532,9.031767,8.835689,8.443532,7.855296,7.267061,6.874904,6.286669,6.0905905,6.0905905,6.286669,6.0905905,6.286669,6.678826,6.678826,6.678826,6.0905905,5.698434,6.0905905,6.678826,7.659218,8.247453,8.051374,7.267061,6.0905905,5.306277,4.7180414,4.1298046,4.3258834,5.1101985,6.0905905,7.0709825,6.874904,5.894512,4.9141197,4.7180414,5.306277,4.7180414,4.3258834,4.3258834,4.3258834,4.9141197,5.1101985,4.7180414,4.7180414,5.306277,5.894512,5.1101985,4.9141197,4.9141197,4.7180414,4.5219617,3.9337263,3.5415695,3.5415695,3.5415695,3.5415695
5.306277,6.286669,7.0709825,7.267061,6.678826,6.4827476,7.0709825,7.267061,6.874904,6.874904,9.620002,12.3651,14.521963,15.698433,15.306276,14.91412,16.678825,17.463139,18.443531,19.423923,19.81608,20.208237,20.796473,20.99255,21.18863,21.18863,21.18863,21.384708,21.580786,21.580786,20.99255,21.580786,21.776865,21.776865,21.580786,21.580786,20.796473,18.835688,17.070982,15.110198,12.953336,11.580787,12.3651,13.149414,13.149414,12.169022,11.580787,11.776865,11.384708,10.992551,10.600394,10.404316,10.600394,10.208238,9.4239235,8.247453,7.659218,8.051374,8.247453,8.63961,9.227845,10.012159,10.012159,9.227845,8.443532,7.855296,7.659218,8.051374,8.63961,8.63961,8.051374,8.63961,9.227845,9.031767,8.443532,7.659218,7.0709825,6.4827476,6.0905905,5.894512,5.894512,5.698434,5.502355,5.698434,5.894512,6.0905905,5.894512,5.306277,5.698434,5.502355,5.502355,6.0905905,7.267061,7.855296,7.267061,6.286669,4.9141197,4.3258834,4.1298046,4.5219617,5.1101985,5.894512,6.4827476,6.678826,6.286669,5.698434,5.306277,4.9141197,4.9141197,4.5219617,4.1298046,4.1298046,4.7180414,4.5219617,4.1298046,4.1298046,4.7180414,5.698434,5.306277,4.9141197,4.7180414,4.9141197,5.1101985,4.3258834,3.5415695,3.3454912,3.3454912,3.3454912
5.502355,6.286669,6.874904,6.678826,6.286669,6.286669,7.0709825,7.4631395,7.267061,7.659218,10.796473,13.149414,14.521963,15.110198,15.306276,15.698433,17.267061,17.855295,18.63961,20.01216,20.208237,20.404316,20.600393,20.796473,20.99255,21.18863,20.99255,20.99255,21.18863,21.384708,20.99255,21.580786,21.580786,21.384708,20.99255,20.796473,19.62,16.678825,14.325884,12.7572565,12.3651,11.972943,12.169022,12.169022,11.776865,11.188629,11.384708,11.580787,11.384708,10.600394,9.81608,9.4239235,9.81608,9.4239235,8.051374,6.4827476,6.0905905,7.0709825,7.0709825,7.267061,8.247453,9.031767,9.227845,8.835689,8.247453,7.855296,7.855296,7.855296,7.659218,7.659218,7.267061,7.855296,9.031767,8.63961,8.051374,7.267061,6.874904,6.4827476,6.0905905,5.894512,5.502355,5.306277,5.1101985,5.306277,5.502355,5.502355,5.1101985,4.3258834,5.1101985,5.1101985,4.9141197,5.306277,6.4827476,6.874904,6.4827476,5.698434,4.7180414,4.5219617,4.7180414,4.7180414,4.9141197,5.698434,6.4827476,6.874904,6.874904,6.0905905,5.1101985,4.3258834,4.7180414,4.3258834,3.9337263,3.9337263,4.3258834,4.1298046,3.9337263,4.1298046,4.5219617,5.1101985,5.306277,4.9141197,4.7180414,4.9141197,4.9141197,4.1298046,3.9337263,3.9337263,3.737648,3.1494126
5.894512,6.4827476,6.874904,6.678826,6.0905905,6.286669,6.874904,7.0709825,7.659218,9.620002,12.561178,13.933727,14.718041,15.306276,16.09059,16.482746,18.247454,19.031767,19.423923,19.81608,20.01216,20.208237,20.404316,20.600393,20.99255,21.384708,21.18863,20.99255,21.18863,21.384708,21.18863,21.776865,21.580786,21.18863,20.600393,20.208237,18.443531,14.91412,12.3651,11.384708,11.972943,12.169022,11.972943,11.972943,11.972943,12.3651,11.972943,11.384708,10.796473,10.600394,10.404316,9.620002,9.031767,8.247453,7.659218,6.874904,6.0905905,5.698434,5.894512,6.678826,7.659218,8.63961,8.443532,8.051374,7.4631395,7.267061,7.0709825,6.874904,7.267061,7.267061,6.874904,7.659218,8.443532,8.051374,7.267061,6.4827476,6.286669,5.894512,5.698434,5.698434,5.306277,5.306277,5.502355,5.698434,5.894512,5.698434,4.9141197,3.9337263,4.3258834,4.7180414,5.1101985,5.502355,6.286669,6.286669,5.502355,4.7180414,4.3258834,4.5219617,4.9141197,4.5219617,4.5219617,5.502355,7.0709825,7.4631395,6.678826,5.502355,4.7180414,4.5219617,4.3258834,4.1298046,4.1298046,4.1298046,4.3258834,4.3258834,4.3258834,4.3258834,4.5219617,4.3258834,5.1101985,4.9141197,4.9141197,4.9141197,4.5219617,3.737648,4.1298046,4.3258834,4.1298046,3.1494126
6.286669,6.286669,6.4827476,6.286669,5.894512,5.698434,6.286669,6.874904,8.247453,10.404316,13.149414,14.325884,14.91412,15.894511,16.678825,17.463139,19.031767,19.81608,20.01216,20.01216,20.01216,20.208237,20.404316,20.600393,21.18863,21.580786,21.580786,21.18863,21.384708,21.776865,21.18863,21.384708,21.18863,20.404316,19.423923,18.443531,16.678825,13.737649,11.972943,11.384708,12.169022,12.3651,12.169022,11.972943,12.169022,12.561178,12.169022,11.188629,10.796473,10.796473,10.796473,10.208238,8.835689,7.659218,7.0709825,6.678826,6.4827476,6.0905905,6.0905905,6.678826,7.659218,8.051374,7.267061,7.0709825,7.267061,7.4631395,7.0709825,6.4827476,6.874904,6.678826,6.0905905,6.0905905,6.678826,6.874904,6.678826,6.4827476,6.286669,5.698434,5.1101985,5.1101985,5.1101985,5.502355,6.0905905,6.0905905,5.894512,5.306277,4.7180414,4.3258834,3.9337263,4.1298046,4.7180414,5.306277,5.894512,5.698434,4.9141197,4.5219617,4.3258834,4.7180414,5.1101985,4.3258834,4.1298046,4.9141197,6.678826,7.267061,6.874904,6.0905905,5.1101985,4.3258834,3.9337263,4.1298046,4.3258834,4.5219617,4.1298046,4.1298046,4.1298046,4.1298046,4.1298046,4.1298046,4.7180414,4.7180414,4.7180414,4.5219617,4.1298046,3.737648,3.9337263,3.9337263,3.737648,3.3454912
6.286669,6.286669,6.286669,6.286669,5.698434,5.1101985,5.698434,6.678826,8.443532,10.600394,13.541571,14.718041,15.306276,16.09059,17.070982,18.247454,19.423923,19.81608,19.62,19.81608,20.208237,20.600393,20.600393,20.600393,20.99255,21.384708,21.580786,21.18863,21.384708,21.580786,20.796473,20.600393,20.404316,19.423923,17.855295,16.286669,14.91412,13.737649,12.561178,11.972943,12.561178,12.3651,11.776865,11.384708,11.580787,11.972943,11.776865,10.992551,10.600394,10.404316,10.600394,10.208238,9.031767,7.855296,6.874904,6.4827476,6.4827476,6.678826,6.4827476,6.678826,7.855296,7.659218,6.678826,6.678826,7.267061,7.4631395,7.0709825,6.4827476,6.4827476,6.286669,5.698434,4.9141197,5.306277,5.894512,6.286669,6.286669,6.0905905,5.502355,4.9141197,4.7180414,4.9141197,5.306277,5.894512,5.698434,5.502355,4.9141197,4.7180414,4.7180414,4.1298046,3.9337263,4.1298046,4.5219617,4.9141197,4.7180414,4.3258834,4.3258834,4.7180414,5.306277,5.1101985,4.3258834,4.1298046,4.3258834,5.306277,6.0905905,6.874904,6.874904,5.894512,4.5219617,3.9337263,4.1298046,4.1298046,4.3258834,4.1298046,3.737648,3.737648,3.737648,4.1298046,4.3258834,4.7180414,4.5219617,4.5219617,4.3258834,4.1298046,3.9337263,3.737648,3.5415695,3.5415695,3.5415695
6.4827476,6.4827476,6.678826,6.4827476,5.894512,5.1101985,5.502355,6.4827476,8.247453,10.992551,14.129806,15.306276,15.698433,16.286669,17.267061,18.63961,19.62,19.227844,19.031767,19.227844,20.208237,20.600393,20.600393,20.600393,20.404316,20.600393,20.99255,20.99255,20.99255,20.600393,19.62,19.227844,18.63961,17.267061,15.306276,14.129806,13.933727,14.129806,13.541571,12.953336,12.7572565,11.972943,10.992551,10.404316,10.404316,10.796473,10.796473,10.600394,10.012159,9.620002,10.012159,10.012159,9.227845,8.051374,7.267061,6.874904,6.678826,6.4827476,6.286669,6.874904,7.659218,7.4631395,6.874904,6.874904,7.0709825,7.267061,6.874904,6.4827476,6.0905905,5.698434,5.502355,5.1101985,5.1101985,5.306277,5.502355,5.698434,5.502355,5.306277,4.7180414,4.5219617,4.7180414,4.9141197,5.1101985,4.9141197,4.7180414,4.5219617,4.5219617,4.9141197,4.5219617,4.1298046,3.9337263,3.737648,3.737648,3.5415695,3.737648,4.1298046,5.1101985,5.894512,4.9141197,4.3258834,4.3258834,4.1298046,3.9337263,4.7180414,6.0905905,7.0709825,6.874904,5.306277,4.1298046,3.9337263,3.9337263,4.1298046,3.9337263,3.5415695,3.737648,3.9337263,4.5219617,4.9141197,4.7180414,4.5219617,4.3258834,4.1298046,3.9337263,3.737648,3.737648,3.737648,3.737648,3.737648
